country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
India,Bihar,Patna,"Govt. High School Shikarpur, Patna - BSPCB","24-08-2026 11:00:00",25.592539,85.227158,SO2,12,13,13
India,Bihar,Patna,"Muradpur, Patna - BSPCB","24-08-2026 11:00:00",25.619651,85.147382,PM2.5,40,53,45
India,Bihar,Patna,"Muradpur, Patna - BSPCB","24-08-2026 11:00:00",25.619651,85.147382,OZONE,5,43,16
India,Bihar,Patna,"Samanpura, Patna - BSPCB","24-08-2026 11:00:00",25.596727,85.085624,PM2.5,25,239,90
India,Bihar,Patna,"Samanpura, Patna - BSPCB","24-08-2026 11:00:00",25.596727,85.085624,NH3,4,5,5
India,Bihar,Purnia,"Mariam Nagar, Purnia - BSPCB","24-08-2026 11:00:00",25.366336,87.117468,PM2.5,10,48,28
India,Bihar,Purnia,"Mariam Nagar, Purnia - BSPCB","24-08-2026 11:00:00",25.366336,87.117468,NO2,16,19,18
India,Bihar,Purnia,"Mariam Nagar, Purnia - BSPCB","24-08-2026 11:00:00",25.366336,87.117468,CO,56,58,57
India,Bihar,Purnia,"Mariam Nagar, Purnia - BSPCB","24-08-2026 11:00:00",25.366336,87.117468,OZONE,19,30,24
India,Bihar,Saharsa,"Police Line, Saharsa - BSPCB","24-08-2026 11:00:00",25.892357,86.590325,OZONE,13,25,16
India,Bihar,Samastipur,"DM Office_Kasipur, Samastipur - BSPCB","24-08-2026 11:00:00",25.859655,85.77944,NO2,8,9,8
India,Bihar,Samastipur,"DM Office_Kasipur, Samastipur - BSPCB","24-08-2026 11:00:00",25.859655,85.77944,NH3,1,2,1
India,Bihar,Sasaram,"Dada Peer, Sasaram - BSPCB","24-08-2026 11:00:00",24.952822,84.002396,NH3,3,5,3
India,Assam,Nalbari,"Bata Chowk, Nalbari - PCBA","24-08-2026 11:00:00",26.446912,91.439057,NH3,NA,NA,NA
India,Assam,Nalbari,"Bata Chowk, Nalbari - PCBA","24-08-2026 11:00:00",26.446912,91.439057,OZONE,19,19,19
India,Assam,Sivasagar,"Girls College, Sivasagar - PCBA","24-08-2026 11:00:00",26.987634,94.636574,NH3,2,9,4
India,Assam,Sivasagar,"Girls College, Sivasagar - PCBA","24-08-2026 11:00:00",26.987634,94.636574,SO2,6,9,8
India,Bihar,Arrah,"New DM Office, Arrah - BSPCB","24-08-2026 11:00:00",25.5626095,84.663264,PM2.5,33,38,35
India,Bihar,Arrah,"New DM Office, Arrah - BSPCB","24-08-2026 11:00:00",25.5626095,84.663264,CO,48,54,51
India,Bihar,Aurangabad,"Gurdeo Nagar, Aurangabad - BSPCB","24-08-2026 11:00:00",24.75746,84.366208,NH3,0,0,0
India,Bihar,Begusarai,"Lohiyanagar, Begusarai - BSPCB","24-08-2026 11:00:00",25.42742023,86.13886079,PM2.5,33,85,46
India,Bihar,Begusarai,"Lohiyanagar, Begusarai - BSPCB","24-08-2026 11:00:00",25.42742023,86.13886079,PM10,65,143,87
India,Bihar,Begusarai,"Lohiyanagar, Begusarai - BSPCB","24-08-2026 11:00:00",25.42742023,86.13886079,OZONE,19,62,42
India,Bihar,Bettiah,"Kamalnath Nagar, Bettiah - BSPCB","24-08-2026 11:00:00",26.80365,84.51954,PM2.5,21,26,23
India,Bihar,Bhagalpur,"Mayaganj, Bhagalpur - BSPCB","24-08-2026 11:00:00",25.265194,87.012947,PM2.5,13,500,181
India,Bihar,Munger,"Town Hall, Munger - BSPCB","24-08-2026 11:00:00",25.376776,86.471523,PM2.5,NA,NA,NA
India,Bihar,Munger,"Town Hall, Munger - BSPCB","24-08-2026 11:00:00",25.376776,86.471523,NH3,2,3,3
India,Bihar,Muzaffarpur,"Buddha Colony, Muzaffarpur - BSPCB","24-08-2026 11:00:00",26.11442,85.39813,PM10,34,56,45
India,Bihar,Muzaffarpur,"Buddha Colony, Muzaffarpur - BSPCB","24-08-2026 11:00:00",26.11442,85.39813,SO2,5,8,7
India,Bihar,Muzaffarpur,"Buddha Colony, Muzaffarpur - BSPCB","24-08-2026 11:00:00",26.11442,85.39813,CO,14,23,21
India,Bihar,Muzaffarpur,"Buddha Colony, Muzaffarpur - BSPCB","24-08-2026 11:00:00",26.11442,85.39813,OZONE,14,55,30
India,Bihar,Muzaffarpur,"MIT-Daudpur Kothi, Muzaffarpur - BSPCB","24-08-2026 11:00:00",26.1403345,85.3650192,NH3,1,1,1
India,Bihar,Muzaffarpur,"MIT-Daudpur Kothi, Muzaffarpur - BSPCB","24-08-2026 11:00:00",26.1403345,85.3650192,CO,17,20,18
India,Bihar,Muzaffarpur,"MIT-Daudpur Kothi, Muzaffarpur - BSPCB","24-08-2026 11:00:00",26.1403345,85.3650192,OZONE,15,24,17
India,Bihar,Patna,"Rajbansi Nagar, Patna - BSPCB","24-08-2026 11:00:00",25.599486,85.113666,PM2.5,NA,NA,NA
India,Bihar,Patna,"Rajbansi Nagar, Patna - BSPCB","24-08-2026 11:00:00",25.599486,85.113666,OZONE,28,28,28
India,Bihar,Patna,"Govt. High School Shikarpur, Patna - BSPCB","24-08-2026 11:00:00",25.592539,85.227158,NH3,6,7,6
India,"Andhra Pradesh",Vijayawada,"Rajiv Nagar, Vijayawada - APPCB","24-08-2026 11:00:00",16.554731,80.64911,PM10,52,71,57
India,"Andhra Pradesh",Vijayawada,"Rajiv Nagar, Vijayawada - APPCB","24-08-2026 11:00:00",16.554731,80.64911,CO,10,11,11
India,"Andhra Pradesh",Vijayawada,"Rajiv Nagar, Vijayawada - APPCB","24-08-2026 11:00:00",16.554731,80.64911,OZONE,21,22,22
India,"Andhra Pradesh",Vijayawada,"HB Colony, Vijayawada - APPCB","24-08-2026 11:00:00",16.536107,80.594233,PM10,58,117,63
India,"Andhra Pradesh",Vijayawada,"Rajiv Gandhi Park, Vijayawada - APPCB","24-08-2026 11:00:00",16.509717,80.612222,PM2.5,33,68,46
India,"Andhra Pradesh",Vijayawada,"Rajiv Gandhi Park, Vijayawada - APPCB","24-08-2026 11:00:00",16.509717,80.612222,SO2,14,20,18
India,"Andhra Pradesh",Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB","24-08-2026 11:00:00",17.72,83.3,NO2,44,90,60
India,"Arunachal Pradesh",Naharlagun,"Naharlagun, Naharlagun - APSPCB","24-08-2026 11:00:00",27.103358,93.679645,PM2.5,17,87,36
India,"Andhra Pradesh",Chittoor,"Gangineni Cheruvu, Chittoor - APPCB","24-08-2026 11:00:00",13.20488,79.097889,PM2.5,71,81,75
India,"Andhra Pradesh",Chittoor,"Gangineni Cheruvu, Chittoor - APPCB","24-08-2026 11:00:00",13.20488,79.097889,OZONE,29,31,30
India,"Andhra Pradesh",Eluru,"District Court, Eluru - APPCB","24-08-2026 11:00:00",16.711754,81.092095,PM2.5,39,52,42
India,"Andhra Pradesh",Eluru,"District Court, Eluru - APPCB","24-08-2026 11:00:00",16.711754,81.092095,CO,10,14,12
India,"Andhra Pradesh",Eluru,"District Court, Eluru - APPCB","24-08-2026 11:00:00",16.711754,81.092095,OZONE,2,7,5
India,"Andhra Pradesh",Guntur,"Rajendra Nagar North, Guntur - APPCB","24-08-2026 11:00:00",16.316553,80.413302,NO2,18,49,29
India,"Andhra Pradesh",Kadapa,"Yerramukkapalli, Kadapa - APPCB","24-08-2026 11:00:00",14.465052,78.824187,PM2.5,45,47,46
India,"Andhra Pradesh",Kadapa,"Yerramukkapalli, Kadapa - APPCB","24-08-2026 11:00:00",14.465052,78.824187,NH3,2,2,2
India,"Andhra Pradesh",Kadapa,"Yerramukkapalli, Kadapa - APPCB","24-08-2026 11:00:00",14.465052,78.824187,SO2,17,17,17
India,"Andhra Pradesh",Kadapa,"Yerramukkapalli, Kadapa - APPCB","24-08-2026 11:00:00",14.465052,78.824187,OZONE,31,31,31
India,"Andhra Pradesh",Nellore,"Ambedkar Nagar, Nellore - APPCB ","24-08-2026 11:00:00",14.438164,79.966814,OZONE,20,22,21
India,"Andhra Pradesh",Rajamahendravaram,"Anand Kala Kshetram, Rajamahendravaram - APPCB","24-08-2026 11:00:00",16.9872867,81.7363176,SO2,4,7,5
India,"Andhra Pradesh",Srikakulam,"Chinna Bharatham Colony, Srikakulam - APPCB","24-08-2026 11:00:00",18.292191,83.897173,NO2,14,58,29
India,Assam,Byrnihat,"Central Academy for SFS, Byrnihat - PCBA","24-08-2026 11:00:00",26.071318,91.87488,PM2.5,85,103,92
India,Assam,Guwahati,"Pan Bazaar, Guwahati - PCBA","24-08-2026 11:00:00",26.1875,91.744194,PM2.5,NA,NA,NA
India,Assam,Guwahati,"Railway Colony, Guwahati - PCBA","24-08-2026 11:00:00",26.181742,91.78063,SO2,4,9,6
India,Assam,Guwahati,"Railway Colony, Guwahati - PCBA","24-08-2026 11:00:00",26.181742,91.78063,OZONE,9,12,11
India,Assam,Nagaon,"Christianpatty, Nagaon - PCBA","24-08-2026 11:00:00",26.349082,92.68449,CO,21,28,25
India,Assam,Nagaon,"Christianpatty, Nagaon - PCBA","24-08-2026 11:00:00",26.349082,92.68449,OZONE,11,14,13
India,Bihar,Bhagalpur,"Mayaganj, Bhagalpur - BSPCB","24-08-2026 11:00:00",25.265194,87.012947,OZONE,10,34,17
India,Bihar,Bhagalpur,"DM Office_Kachari Chowk, Bhagalpur - BSPCB","24-08-2026 11:00:00",25.251013,86.989001,PM2.5,NA,NA,NA
India,Bihar,Bhagalpur,"DM Office_Kachari Chowk, Bhagalpur - BSPCB","24-08-2026 11:00:00",25.251013,86.989001,NH3,4,4,4
India,Bihar,Chhapra,"Darshan Nagar, Chhapra - BSPCB","24-08-2026 11:00:00",25.7808257,84.7446768,NH3,1,2,2
India,Bihar,Gaya,"Kareemganj, Gaya - BSPCB","24-08-2026 11:00:00",24.792403,84.992416,PM2.5,7,333,110
India,Bihar,Gaya,"Kareemganj, Gaya - BSPCB","24-08-2026 11:00:00",24.792403,84.992416,OZONE,4,78,37
India,"Andhra Pradesh",Tirumala,"Toll Gate, Tirumala - APPCB","24-08-2026 11:00:00",13.67,79.35,SO2,4,8,6
India,Delhi,Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB","24-08-2026 11:00:00",28.6811736,77.3025234,NO2,26,30,28
India,Delhi,Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB","24-08-2026 11:00:00",28.6811736,77.3025234,NH3,4,5,5
India,Delhi,Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB","24-08-2026 11:00:00",28.6811736,77.3025234,CO,14,22,18
India,Delhi,Delhi,"Sri Aurobindo Marg, Delhi - DPCC","24-08-2026 11:00:00",28.531346,77.190156,PM10,26,145,90
India,Delhi,Delhi,"Sri Aurobindo Marg, Delhi - DPCC","24-08-2026 11:00:00",28.531346,77.190156,NO2,13,33,20
India,Delhi,Delhi,"Sri Aurobindo Marg, Delhi - DPCC","24-08-2026 11:00:00",28.531346,77.190156,NH3,2,3,2
India,Delhi,Delhi,"Sri Aurobindo Marg, Delhi - DPCC","24-08-2026 11:00:00",28.531346,77.190156,CO,47,56,52
India,Delhi,Delhi,"Sri Aurobindo Marg, Delhi - DPCC","24-08-2026 11:00:00",28.531346,77.190156,OZONE,1,15,5
India,Delhi,Delhi,"Nehru Nagar, Delhi - DPCC","24-08-2026 11:00:00",28.56789,77.250515,PM2.5,3,223,80
India,Delhi,Delhi,"Patparganj, Delhi - DPCC","24-08-2026 11:00:00",28.623763,77.287209,NO2,NA,NA,NA
India,Delhi,Delhi,"Najafgarh, Delhi - DPCC","24-08-2026 11:00:00",28.570173,76.933762,PM2.5,22,88,52
India,Delhi,Delhi,"Najafgarh, Delhi - DPCC","24-08-2026 11:00:00",28.570173,76.933762,NH3,6,9,7
India,Delhi,Delhi,"Najafgarh, Delhi - DPCC","24-08-2026 11:00:00",28.570173,76.933762,CO,10,50,28
India,Delhi,Delhi,"Wazirpur, Delhi - DPCC","24-08-2026 11:00:00",28.699793,77.165453,PM2.5,72,197,110
India,Delhi,Delhi,"Wazirpur, Delhi - DPCC","24-08-2026 11:00:00",28.699793,77.165453,NH3,3,6,4
India,Delhi,Delhi,"Wazirpur, Delhi - DPCC","24-08-2026 11:00:00",28.699793,77.165453,CO,56,56,56
India,Delhi,Delhi,"Wazirpur, Delhi - DPCC","24-08-2026 11:00:00",28.699793,77.165453,OZONE,4,8,7
India,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC","24-08-2026 11:00:00",28.611281,77.237738,NO2,12,76,43
India,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC","24-08-2026 11:00:00",28.611281,77.237738,OZONE,9,24,12
India,Delhi,Delhi,"Sonia Vihar, Delhi - DPCC","24-08-2026 11:00:00",28.710508,77.249485,PM10,41,500,107
India,Delhi,Delhi,"Bawana, Delhi - DPCC","24-08-2026 11:00:00",28.7762,77.051074,PM2.5,42,331,140
India,Delhi,Delhi,"Bawana, Delhi - DPCC","24-08-2026 11:00:00",28.7762,77.051074,CO,13,40,26
India,Delhi,Delhi,"Bawana, Delhi - DPCC","24-08-2026 11:00:00",28.7762,77.051074,OZONE,15,17,16
India,Delhi,Delhi,"Okhla Phase-2, Delhi - DPCC","24-08-2026 11:00:00",28.530785,77.271255,NO2,13,57,32
India,Delhi,Delhi,"Okhla Phase-2, Delhi - DPCC","24-08-2026 11:00:00",28.530785,77.271255,SO2,6,13,10
India,Delhi,Delhi,"Rohini, Delhi - DPCC","24-08-2026 11:00:00",28.732528,77.11992,OZONE,10,12,11
India,Delhi,Delhi,"Vivek Vihar, Delhi - DPCC","24-08-2026 11:00:00",28.672342,77.31526,OZONE,22,40,32
India,Delhi,Delhi,"Jahangirpuri, Delhi - DPCC","24-08-2026 11:00:00",28.73282,77.170633,PM2.5,17,330,125
India,Delhi,Delhi,"Jahangirpuri, Delhi - DPCC","24-08-2026 11:00:00",28.73282,77.170633,PM10,75,229,139
India,Chandigarh,Chandigarh,"Sector 22, Chandigarh - CPCC","24-08-2026 11:00:00",30.735567,76.775714,PM10,15,55,30
India,Chandigarh,Chandigarh,"Sector-25, Chandigarh - CPCC","24-08-2026 11:00:00",30.751462,76.762879,PM2.5,14,41,26
India,Chandigarh,Chandigarh,"Sector-53, Chandigarh - CPCC","24-08-2026 11:00:00",30.719859,76.738637,OZONE,2,8,4
India,Chhattisgarh,Bhilai,"Hathkhoj, Bhilai - CECB","24-08-2026 11:00:00",21.224231,81.40835,PM2.5,13,54,31
India,Chhattisgarh,Bhilai,"Hathkhoj, Bhilai - CECB","24-08-2026 11:00:00",21.224231,81.40835,PM10,17,52,29
India,Chhattisgarh,Bhilai,"Hathkhoj, Bhilai - CECB","24-08-2026 11:00:00",21.224231,81.40835,NO2,6,32,20
India,Chhattisgarh,Bhilai,"Hathkhoj, Bhilai - CECB","24-08-2026 11:00:00",21.224231,81.40835,SO2,7,23,13
India,Chhattisgarh,Bilaspur,"Mangala, Bilaspur - NTPC","24-08-2026 11:00:00",22.08815,82.13737,NO2,19,24,23
India,Chhattisgarh,Chhal,"Nawapara SECL Colony, Chhal - CECB","24-08-2026 11:00:00",22.118125,83.140608,PM10,NA,NA,NA
India,Chhattisgarh,Chhal,"Nawapara SECL Colony, Chhal - CECB","24-08-2026 11:00:00",22.118125,83.140608,CO,28,28,28
India,Chhattisgarh,Korba,"Urja Nagar, Korba - CECB","24-08-2026 11:00:00",22.348441,82.549611,OZONE,5,5,5
India,Chhattisgarh,Korba,"Rampur, Korba - CECB","24-08-2026 11:00:00",22.368195,82.746431,PM2.5,11,25,15
India,Chhattisgarh,Korba,"Rampur, Korba - CECB","24-08-2026 11:00:00",22.368195,82.746431,PM10,12,31,19
India,Chhattisgarh,Korba,"Rampur, Korba - CECB","24-08-2026 11:00:00",22.368195,82.746431,NO2,3,33,12
India,Chhattisgarh,Korba,"Rampur, Korba - CECB","24-08-2026 11:00:00",22.368195,82.746431,CO,11,28,17
India,Chhattisgarh,Raipur,"Krishak Nagar, Raipur - CECB","24-08-2026 11:00:00",21.237755,81.705301,NH3,2,2,2
India,Chhattisgarh,Raipur,"Krishak Nagar, Raipur - CECB","24-08-2026 11:00:00",21.237755,81.705301,SO2,5,9,7
India,Chhattisgarh,Raipur,"Krishak Nagar, Raipur - CECB","24-08-2026 11:00:00",21.237755,81.705301,OZONE,1,1,1
India,Delhi,Delhi,"Pusa, Delhi - DPCC","24-08-2026 11:00:00",28.639652,77.146275,NH3,3,13,9
India,Delhi,Delhi,"Sirifort, Delhi - CPCB","24-08-2026 11:00:00",28.5504249,77.2159377,CO,34,59,43
India,Delhi,Delhi,"Chandni Chowk, Delhi - IITM","24-08-2026 11:00:00",28.656756,77.227234,PM10,38,164,121
India,Delhi,Delhi,"Pusa, Delhi - IITM","24-08-2026 11:00:00",28.63611,77.173332,PM2.5,34,81,54
India,Delhi,Delhi,"Pusa, Delhi - IITM","24-08-2026 11:00:00",28.63611,77.173332,SO2,NA,NA,NA
India,Delhi,Delhi,"DTU, Delhi - CPCB","24-08-2026 11:00:00",28.7500499,77.1112615,PM2.5,36,114,65
India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC","24-08-2026 11:00:00",28.647622,77.315809,OZONE,2,3,3
India,Delhi,Delhi,"Shadipur, Delhi - CPCB","24-08-2026 11:00:00",28.6514781,77.1473105,CO,12,32,21
India,Delhi,Delhi,"Shadipur, Delhi - CPCB","24-08-2026 11:00:00",28.6514781,77.1473105,OZONE,10,27,16
India,Delhi,Delhi,"Mandir Marg, Delhi - DPCC","24-08-2026 11:00:00",28.636429,77.201067,PM10,45,130,99
India,Delhi,Delhi,"Mandir Marg, Delhi - DPCC","24-08-2026 11:00:00",28.636429,77.201067,SO2,33,82,35
India,Delhi,Delhi,"Pusa, Delhi - DPCC","24-08-2026 11:00:00",28.639652,77.146275,PM10,55,219,119
India,Chhattisgarh,Raipur,"AIIMS, Raipur - CECB","24-08-2026 11:00:00",21.258815,81.578979,NO2,0,6,2
India,Chhattisgarh,Raipur,"AIIMS, Raipur - CECB","24-08-2026 11:00:00",21.258815,81.578979,NH3,2,2,2
India,Chhattisgarh,Raipur,"AIIMS, Raipur - CECB","24-08-2026 11:00:00",21.258815,81.578979,CO,22,32,26
India,Chhattisgarh,Tumidih,"OP Jindal Industrial Park, Tumidih - CECB","24-08-2026 11:00:00",22.06631475,83.33820077,PM2.5,11,73,51
India,Chhattisgarh,Tumidih,"OP Jindal Industrial Park, Tumidih - CECB","24-08-2026 11:00:00",22.06631475,83.33820077,CO,19,25,22
India,Delhi,Delhi,"ITO, Delhi - CPCB","24-08-2026 11:00:00",28.628624,77.24106,OZONE,33,83,52
India,Delhi,Delhi,"Cantonment Area, Delhi - DPCC","24-08-2026 11:00:00",28.594169,77.1251,PM2.5,13,46,25
India,Delhi,Delhi,"Mundka, Delhi - DPCC","24-08-2026 11:00:00",28.684678,77.076574,PM10,33,245,122
India,Delhi,Delhi,"Mundka, Delhi - DPCC","24-08-2026 11:00:00",28.684678,77.076574,CO,44,83,58
India,Delhi,Delhi,"Punjabi Bagh, Delhi - DPCC","24-08-2026 11:00:00",28.674045,77.131023,SO2,34,56,43
India,Delhi,Delhi,"DTU, Delhi - CPCB","24-08-2026 11:00:00",28.7500499,77.1112615,OZONE,14,23,16
India,Delhi,Delhi,"Dwarka-Sector 8, Delhi - DPCC ","24-08-2026 11:00:00",28.5710274,77.0719006,SO2,11,15,13
India,Delhi,Delhi,"Dr. Karni Singh Shooting Range, Delhi - DPCC","24-08-2026 11:00:00",28.498571,77.26484,PM10,14,156,100
India,Delhi,Delhi,"Dr. Karni Singh Shooting Range, Delhi - DPCC","24-08-2026 11:00:00",28.498571,77.26484,CO,28,63,43
India,Delhi,Delhi,"IIT Delhi, Delhi - IITM","24-08-2026 11:00:00",28.54246,77.191651,NO2,10,50,26
India,Delhi,Delhi,"IGI Airport (T3), Delhi - IITM","24-08-2026 11:00:00",28.5627763,77.1180053,NH3,NA,NA,NA
India,Delhi,Delhi,"IGI Airport (T3), Delhi - IITM","24-08-2026 11:00:00",28.5627763,77.1180053,SO2,NA,NA,NA
India,Delhi,Delhi,"IGNOU_Maidan Garhi, Delhi - DPCC","24-08-2026 11:00:00",28.493624,77.201159,SO2,5,6,6
India,Delhi,Delhi,"Commonwealth Sports Complex, Delhi - DPCC","24-08-2026 11:00:00",28.615828,77.271992,PM2.5,50,118,77
India,Delhi,Delhi,"Commonwealth Sports Complex, Delhi - DPCC","24-08-2026 11:00:00",28.615828,77.271992,OZONE,4,18,7
India,Delhi,Delhi,"Talkatora Garden, Delhi - DPCC","24-08-2026 11:00:00",28.62181,77.1944633,PM10,34,104,76
India,Delhi,Delhi,"Talkatora Garden, Delhi - DPCC","24-08-2026 11:00:00",28.62181,77.1944633,NH3,NA,NA,NA
India,Delhi,Delhi,"Talkatora Garden, Delhi - DPCC","24-08-2026 11:00:00",28.62181,77.1944633,CO,53,88,79
India,Delhi,Delhi,"NSIT Dwarka, Delhi - CPCB","24-08-2026 11:00:00",28.60909,77.0325413,SO2,14,19,16
India,Delhi,Delhi,"Aya Nagar, Delhi - IITM","24-08-2026 11:00:00",28.4706914,77.1099364,PM10,26,159,109
India,Delhi,Delhi,"Aya Nagar, Delhi - IITM","24-08-2026 11:00:00",28.4706914,77.1099364,OZONE,1,19,7
India,Delhi,Delhi,"CRRI Mathura Road, Delhi - IITM","24-08-2026 11:00:00",28.5512005,77.2735737,NO2,NA,NA,NA
India,Delhi,Delhi,"CRRI Mathura Road, Delhi - IITM","24-08-2026 11:00:00",28.5512005,77.2735737,NH3,NA,NA,NA
India,Delhi,Delhi,"Burari Crossing, Delhi - IITM","24-08-2026 11:00:00",28.7256504,77.2011573,SO2,NA,NA,NA
India,Delhi,Delhi,"Burari Crossing, Delhi - IITM","24-08-2026 11:00:00",28.7256504,77.2011573,CO,61,79,66
India,Delhi,Delhi,"IMD Lodhi Road, Delhi - IITM","24-08-2026 11:00:00",28.5918245,77.2273074,PM10,17,144,92
India,Delhi,Delhi,"IMD Lodhi Road, Delhi - IITM","24-08-2026 11:00:00",28.5918245,77.2273074,NO2,2,36,18
India,Delhi,Delhi,"IMD Lodhi Road, Delhi - IITM","24-08-2026 11:00:00",28.5918245,77.2273074,CO,24,43,36
India,Delhi,Delhi,"JNU, Delhi - DPCC","24-08-2026 11:00:00",28.540721,77.168544,SO2,2,4,3
India,Delhi,Delhi,"JNU, Delhi - DPCC","24-08-2026 11:00:00",28.540721,77.168544,CO,42,64,55
India,Delhi,Delhi,"Alipur, Delhi - DPCC","24-08-2026 11:00:00",28.815329,77.15301,PM10,55,155,100
India,Delhi,Delhi,"Alipur, Delhi - DPCC","24-08-2026 11:00:00",28.815329,77.15301,CO,31,48,41
India,Delhi,Delhi,"North Campus, DU, Delhi - IITM","24-08-2026 11:00:00",28.6573814,77.1585447,NH3,NA,NA,NA
India,Delhi,Delhi,"R K Puram, Delhi - DPCC","24-08-2026 11:00:00",28.563262,77.186937,CO,49,74,61
India,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM","24-08-2026 11:00:00",23.076793,72.627874,NH3,2,3,2
India,Haryana,Fatehabad,"Huda Sector, Fatehabad - HSPCB","24-08-2026 11:00:00",29.503664,75.467934,NO2,18,21,19
India,Haryana,Fatehabad,"Huda Sector, Fatehabad - HSPCB","24-08-2026 11:00:00",29.503664,75.467934,OZONE,10,11,10
India,Haryana,Gurugram,"Teri Gram, Gurugram - HSPCB","24-08-2026 11:00:00",28.4275,77.1465,NH3,9,17,11
India,Haryana,Gurugram,"NISE Gwal Pahari, Gurugram - IITM","24-08-2026 11:00:00",28.422681,77.148944,NH3,NA,NA,NA
India,Haryana,Gurugram,"NISE Gwal Pahari, Gurugram - IITM","24-08-2026 11:00:00",28.422681,77.148944,SO2,NA,NA,NA
India,Haryana,Gurugram,"NISE Gwal Pahari, Gurugram - IITM","24-08-2026 11:00:00",28.422681,77.148944,CO,33,37,35
India,Haryana,Gurugram,"NISE Gwal Pahari, Gurugram - IITM","24-08-2026 11:00:00",28.422681,77.148944,OZONE,1,15,5
India,Haryana,Gurugram,"Sector-51, Gurugram - HSPCB","24-08-2026 11:00:00",28.4227,77.0667,PM10,61,153,109
India,Haryana,Gurugram,"Sector-51, Gurugram - HSPCB","24-08-2026 11:00:00",28.4227,77.0667,NO2,24,69,41
India,Haryana,Gurugram,"Vikas Sadan, Gurugram - HSPCB","24-08-2026 11:00:00",28.4501238,77.0263051,PM2.5,NA,NA,NA
India,Haryana,Hisar,"Urban Estate-II, Hisar - HSPCB","24-08-2026 11:00:00",29.14056,75.744941,PM10,61,97,82
India,Haryana,Hisar,"Urban Estate-II, Hisar - HSPCB","24-08-2026 11:00:00",29.14056,75.744941,CO,13,19,15
India,Gujarat,Gandhinagar,"GIFT City, Gandhinagar - IITM","24-08-2026 11:00:00",23.163798,72.677768,PM2.5,30,70,48
India,Gujarat,Gandhinagar,"GIFT City, Gandhinagar - IITM","24-08-2026 11:00:00",23.163798,72.677768,CO,13,28,19
India,Gujarat,Mehsana,"Sadanand Nagar, Mehsana - Nexteng Enviro","24-08-2026 11:00:00",23.59315,72.372792,CO,44,45,44
India,Gujarat,Nandesari,"GIDC, Nandesari - Nandesari Ind. Association","24-08-2026 11:00:00",22.410802,73.097923,NH3,NA,NA,NA
India,Gujarat,Rajkot,"Mavdi, Rajkot - Nexteng Enviro ","24-08-2026 11:00:00",22.248853,70.776774,SO2,9,12,10
India,Gujarat,Surat,"Science Center, Surat - SMC","24-08-2026 11:00:00",21.170046,72.795405,NO2,1,7,4
India,Gujarat,Surat,"Science Center, Surat - SMC","24-08-2026 11:00:00",21.170046,72.795405,OZONE,NA,NA,NA
India,Gujarat,Vapi,"Phase-1 GIDC, Vapi - GPCB","24-08-2026 11:00:00",20.362421,72.918013,PM2.5,NA,NA,NA
India,Gujarat,Vapi,"Phase-1 GIDC, Vapi - GPCB","24-08-2026 11:00:00",20.362421,72.918013,NH3,NA,NA,NA
India,Gujarat,Vatva,"Phase-4 GIDC, Vatva - GPCB","24-08-2026 11:00:00",22.969611,72.6435,CO,34,47,39
India,Gujarat,Vatva,"Phase-4 GIDC, Vatva - GPCB","24-08-2026 11:00:00",22.969611,72.6435,OZONE,9,10,10
India,Haryana,Bahadurgarh,"Arya Nagar, Bahadurgarh - HSPCB","24-08-2026 11:00:00",28.6701,76.9254,SO2,7,9,8
India,Haryana,Bhiwani,"H.B. Colony, Bhiwani - HSPCB","24-08-2026 11:00:00",28.806223,76.141105,PM2.5,40,85,61
India,Haryana,Bhiwani,"H.B. Colony, Bhiwani - HSPCB","24-08-2026 11:00:00",28.806223,76.141105,PM10,127,147,135
India,Haryana,Bhiwani,"H.B. Colony, Bhiwani - HSPCB","24-08-2026 11:00:00",28.806223,76.141105,SO2,0,36,7
India,Haryana,Bhiwani,"H.B. Colony, Bhiwani - HSPCB","24-08-2026 11:00:00",28.806223,76.141105,CO,17,22,20
India,Haryana,Bhiwani,"H.B. Colony, Bhiwani - HSPCB","24-08-2026 11:00:00",28.806223,76.141105,OZONE,22,303,59
India,Haryana,Dharuhera,"Municipal Corporation Office, Dharuhera -  HSPCB","24-08-2026 11:00:00",28.2068,76.7997,SO2,6,14,9
India,Haryana,Faridabad,"Sector 11, Faridabad - HSPCB","24-08-2026 11:00:00",28.376058,77.315741,PM10,55,332,154
India,Gujarat,Ankleshwar,"GIDC, Ankleshwar - GPCB","24-08-2026 11:00:00",21.613267,73.010555,SO2,19,22,19
India,Gujarat,Ankleshwar,"GIDC, Ankleshwar - GPCB","24-08-2026 11:00:00",21.613267,73.010555,CO,36,46,41
India,Gujarat,Bhavnagar,"Vidhyanagar, Bhavnagar - Nexteng Enviro","24-08-2026 11:00:00",21.755417,72.139056,PM2.5,20,37,30
